Model,k1,k2,k3,k4,k5,k6,k7,k8,k9
NIMBUS PLUS 90 M NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS POCKET 90 M NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP MONO 09M-CRX,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT COMPACT 90 M LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT FLEX 90 M LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT FLEX 90 M - 300 LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS COMPACT 90 M NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS FLEX 90 M NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS FLEX 90 M - 300 NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT COMPACT 90 M,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT FLEX 90 M,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT FLEX 90 M - 300,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M PLUS 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M PLUS 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M LIGHT 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M LIGHT 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M FLEX 9 180 e,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M FLEX 9 T 180 e,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M FLEX 9 300 e,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M FLEX 9 T 300 e,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M COMPACT 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M COMPACT 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M HYBRIDall 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ENERGION M HYBRIDall 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ATAG p ENERGION M HYBRIDzone 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ATAG p ENERGION M HYBRIDzone 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ATAG i ENERGION M HYBRIDzone 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ATAG i ENERGION M HYBRIDzone 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID 9 NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID 9 T NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID FLEX 9 NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID FLEX 9 T NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID UNIVERSAL 9 NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M HYBRID UNIVERSAL 9 T NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID 9 LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID 9 T LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID FLEX 9 LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID FLEX 9 T LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID UNIVERSAL 9 LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP HYBRID MINI EVO 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP HYBRID UNIVERSAL 9,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M HYBRID UNIVERSAL 9 T,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M FLEX IN 9 NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
NIMBUS M FLEX IN 9 T NET,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M FLEX IN 9 LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
ARIANEXT M FLEX IN 9 T LINK,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP MONO BUILT-IN 09M-CRX,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP MONO BUILT-IN 09M-CR,-310.8691761967244,-51.59564218130359,8404.017317676993,-113.20165093031409,35.128354586858556,686.5435890998046,0.11695472017777696,-0.12426799631258262,8.611120852622806
AEROTOP SPLIT 09M-R,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT PLUS 90 S-T LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT PLUS 90 S-T,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS PLUS 90 S-T NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
AEROTOP SPLIT 09M-CR,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT COMPACT 90 S-T LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S-T LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S-T - 300 LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS COMPACT 90 S-T NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS FLEX 90 S-T NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS FLEX 90 S-T - 300 NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT COMPACT 90 S-T,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S-T,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S-T - 300,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
AEROTOP SPLIT 09M-RX,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT PLUS 90 S LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT PLUS 90 S,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS PLUS 90 S NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
AEROTOP SPLIT 09M-CRX,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT COMPACT 90 S LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S - 300 LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S LINK,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS COMPACT 90 S NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS FLEX 90 S NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
NIMBUS FLEX 90 S - 300 NET,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT COMPACT 90 S,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
ARIANEXT FLEX 90 S - 300,-292.490842062013,-41.72365512175526,7977.968592027384,-113.17463635141287,36.664232957173844,598.528219427772,0.16636993396456548,-0.1150987829413349,8.385475894732412
Platinum BC Plus Monobloc 12 Mono,-407.83729276753616,54.757486143798346,5707.641938428748,-157.138750982932,78.19104574298008,-158.83156879573676,0.09060431644868412,-0.07377646990460575,6.28770104540041
Platinum BC Plus Monobloc 16 Mono,-623.8255845562189,-53.279880358330814,11558.635433264386,-246.9348497380331,46.46355825593999,1686.3371605229079,0.11696358649796244,-0.07661039789291572,6.4391098748260855
Platinum BC Plus Monobloc 12 Trif,-407.83729276753616,54.757486143798346,5707.641938428748,-157.138750982932,78.19104574298008,-158.83156879573676,0.09060431644868412,-0.07377646990460575,6.28770104540041
Platinum BC Plus Monobloc 16 Trif,-623.8255845562189,-53.279880358330814,11558.635433264386,-246.9348497380331,46.46355825593999,1686.3371605229079,0.11696358649796244,-0.07661039789291572,6.4391098748260855
Platinum BC Plus Monobloc 5,-244.96975380314228,2.5246364990793038,4046.8597586551355,-90.45743952738961,37.54379715122584,74.03301131865517,0.0893740160859716,-0.08837598001228822,6.897615256621555
Platinum BC Plus Monobloc 7,-244.96975380314228,2.5246364990793038,4046.8597586551355,-90.45743952738961,37.54379715122584,74.03301131865517,0.0893740160859716,-0.08837598001228822,6.897615256621555
Platinum BC Plus Monobloc 9,-332.376902672684,-46.173452953098106,6738.031604371777,-126.63662250051867,32.071404843847915,619.1486389928018,0.12349712822401095,-0.10733674787134334,7.684960759589402
AURIGA 12M,-407.83729276753616,54.757486143798346,5707.641938428748,-157.138750982932,78.19104574298008,-158.83156879573676,0.09060431644868412,-0.07377646990460575,6.28770104540041
AURIGA 16M,-623.8255845562189,-53.279880358330814,11558.635433264386,-246.9348497380331,46.46355825593999,1686.3371605229079,0.11696358649796244,-0.07661039789291572,6.4391098748260855
AURIGA 12T,-407.83729276753616,54.757486143798346,5707.641938428748,-157.138750982932,78.19104574298008,-158.83156879573676,0.09060431644868412,-0.07377646990460575,6.28770104540041
AURIGA 16T,-623.8255845562189,-53.279880358330814,11558.635433264386,-246.9348497380331,46.46355825593999,1686.3371605229079,0.11696358649796244,-0.07661039789291572,6.4391098748260855
AURIGA 5M,-244.96975380314228,2.5246364990793038,4046.8597586551355,-90.45743952738961,37.54379715122584,74.03301131865517,0.0893740160859716,-0.08837598001228822,6.897615256621555
AURIGA 7M,-244.96975380314228,2.5246364990793038,4046.8597586551355,-90.45743952738961,37.54379715122584,74.03301131865517,0.0893740160859716,-0.08837598001228822,6.897615256621555
AURIGA 9M,-332.376902672684,-46.173452953098106,6738.031604371777,-126.63662250051867,32.071404843847915,619.1486389928018,0.12349712822401095,-0.10733674787134334,7.684960759589402
Buderus Logatherm WLW196i-11 ARE,-216.48367328030326,54.40552999201029,4945.0027621692825,-113.8481491913731,59.55906207392984,102.12575897571662,0.1480191267419083,-0.1062608264687036,7.803398965290531
Buderus Logatherm WLW196i-11 ARB,-216.48367328030326,54.40552999201029,4945.0027621692825,-113.8481491913731,59.55906207392984,102.12575897571662,0.1480191267419083,-0.1062608264687036,7.803398965290531
Buderus Logatherm WLW196i-11 ART,-216.48367328030326,54.40552999201029,4945.0027621692825,-113.8481491913731,59.55906207392984,102.12575897571662,0.1480191267419083,-0.1062608264687036,7.803398965290531
Buderus Logatherm WLW196i-11 ARTS,-216.48367328030326,54.40552999201029,4945.0027621692825,-113.8481491913731,59.55906207392984,102.12575897571662,0.1480191267419083,-0.1062608264687036,7.803398965290531
Buderus Logatherm WLW196i-11 IRE,-221.08714103062013,6.158875495427191,6424.5936476917,-121.17786534907948,41.28181360191465,551.5601861559621,0.20509954693296611,-0.1041652450612093,8.102831884713689
Buderus Logatherm WLW196i-11 IRB,-221.08714103062013,6.158875495427191,6424.5936476917,-121.17786534907948,41.28181360191465,551.5601861559621,0.20509954693296611,-0.1041652450612093,8.102831884713689
Buderus Logatherm WLW196i-11 IRT,-221.08714103062013,6.158875495427191,6424.5936476917,-121.17786534907948,41.28181360191465,551.5601861559621,0.20509954693296611,-0.1041652450612093,8.102831884713689
Buderus Logatherm WLW196i-11 IRTS,-221.08714103062013,6.158875495427191,6424.5936476917,-121.17786534907948,41.28181360191465,551.5601861559621,0.20509954693296611,-0.1041652450612093,8.102831884713689
Buderus Logatherm WLW196i-14 ARE,-361.9963413151264,-42.68946654000206,9188.187606915513,-163.9964738378163,21.577343299114364,1629.1414822432982,0.1356393702102465,-0.089225003089058,7.29237168604024
Buderus Logatherm WLW196i-14 ARB,-361.9963413151264,-42.68946654000206,9188.187606915513,-163.9964738378163,21.577343299114364,1629.1414822432982,0.1356393702102465,-0.089225003089058,7.29237168604024
Buderus Logatherm WLW196i-14 ART,-361.9963413151264,-42.68946654000206,9188.187606915513,-163.9964738378163,21.577343299114364,1629.1414822432982,0.1356393702102465,-0.089225003089058,7.29237168604024
Buderus Logatherm WLW196i-14 ARTS,-361.9963413151264,-42.68946654000206,9188.187606915513,-163.9964738378163,21.577343299114364,1629.1414822432982,0.1356393702102465,-0.089225003089058,7.29237168604024
Buderus Logatherm WLW196i-14 IRE,-301.7027121119344,-25.402317433263153,8166.664154131164,-144.5015302117367,31.539659363446354,1079.5795619358319,0.20013203076027802,-0.09578576126031388,7.755923435696946
Buderus Logatherm WLW196i-14 IRB,-301.7027121119344,-25.402317433263153,8166.664154131164,-144.5015302117367,31.539659363446354,1079.5795619358319,0.20013203076027802,-0.09578576126031388,7.755923435696946
Buderus Logatherm WLW196i-14 IRT,-301.7027121119344,-25.402317433263153,8166.664154131164,-144.5015302117367,31.539659363446354,1079.5795619358319,0.20013203076027802,-0.09578576126031388,7.755923435696946
Buderus Logatherm WLW196i-14 IRTS,-301.7027121119344,-25.402317433263153,8166.664154131164,-144.5015302117367,31.539659363446354,1079.5795619358319,0.20013203076027802,-0.09578576126031388,7.755923435696946
Buderus Logatherm WLW196i-4 ARE,-86.48295522931431,7.769881338382362,2498.100673609226,-48.22037938063979,20.345912611644,122.25557516655422,0.20889338817748818,-0.10953546073315654,8.290404604081049
Buderus Logatherm WLW196i-4 ARB,-86.48295522931431,7.769881338382362,2498.100673609226,-48.22037938063979,20.345912611644,122.25557516655422,0.20889338817748818,-0.10953546073315654,8.290404604081049
Buderus Logatherm WLW196i-4 ART,-86.48295522931431,7.769881338382362,2498.100673609226,-48.22037938063979,20.345912611644,122.25557516655422,0.20889338817748818,-0.10953546073315654,8.290404604081049
Buderus Logatherm WLW196i-4 ARTS,-86.48295522931431,7.769881338382362,2498.100673609226,-48.22037938063979,20.345912611644,122.25557516655422,0.20889338817748818,-0.10953546073315654,8.290404604081049
Buderus Logatherm WLW196i-6 ARE,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 ARB,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 ART,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 ARTS,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 IRE,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 IRB,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 IRT,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i-6 IRTS,-152.00127507285453,-20.17647773795548,3975.5708849850575,-68.85393865001383,11.641170963229998,578.6985338696592,0.20410186676550957,-0.09836761571135876,7.858280256398674
Buderus Logatherm WLW196i.2-4 ARB,-120.00175394880472,6.287508818724181,2755.123029378026,-51.254036621272995,24.46126587572811,58.033115286722996,0.11674276964661286,-0.11316244199385735,8.186359249775677
Buderus Logatherm WLW196i.2-4 ARE,-120.00175394880472,6.287508818724181,2755.123029378026,-51.254036621272995,24.46126587572811,58.033115286722996,0.11674276964661286,-0.11316244199385735,8.186359249775677
Buderus Logatherm WLW196i.2-4 ART,-120.00175394880472,6.287508818724181,2755.123029378026,-51.254036621272995,24.46126587572811,58.033115286722996,0.11674276964661286,-0.11316244199385735,8.186359249775677
Buderus Logatherm WLW196i.2-4 ARTS,-120.00175394880472,6.287508818724181,2755.123029378026,-51.254036621272995,24.46126587572811,58.033115286722996,0.11674276964661286,-0.11316244199385735,8.186359249775677
Buderus Logatherm WLW196i-8 ARE,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 ARB,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 ART,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 ARTS,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 IRE,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 IRB,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 IRT,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i-8 IRTS,-199.9779105438131,-38.43528331480042,5683.635551045291,-91.7073946609799,11.121528086580282,901.2983576895017,0.22071737099455954,-0.10341585438783654,8.118659198569034
Buderus Logatherm WLW196i.2-6 ARB,-145.8185027168644,15.693844625371906,3379.638842209196,-64.6844903693387,28.812400758929112,155.96943944768165,0.1310846521942381,-0.10990240547711183,8.194098905595862
Buderus Logatherm WLW196i.2-6 ARE,-145.8185027168644,15.693844625371906,3379.638842209196,-64.6844903693387,28.812400758929112,155.96943944768165,0.1310846521942381,-0.10990240547711183,8.194098905595862
Buderus Logatherm WLW196i.2-6 ART,-145.8185027168644,15.693844625371906,3379.638842209196,-64.6844903693387,28.812400758929112,155.96943944768165,0.1310846521942381,-0.10990240547711183,8.194098905595862
Buderus Logatherm WLW196i.2-6 ARTS,-145.8185027168644,15.693844625371906,3379.638842209196,-64.6844903693387,28.812400758929112,155.96943944768165,0.1310846521942381,-0.10990240547711183,8.194098905595862
Buderus Logatherm WPLS15.2 RE,-285.1944713766664,-87.83294693389084,11279.938200670827,-156.20691592390074,13.990875906265948,2203.9128424306027,0.11523339414496497,-0.06017509016386663,5.7127018434466
Buderus Logatherm WPLS13.2 RTS,-206.21531957930503,-63.646562901251265,9822.104218258079,-128.2255648209721,18.817880494441386,1807.174835746812,0.11503343109751234,-0.06036750646176692,5.721266026329308
Buderus Logatherm WPLS13.2 RT,-206.21531957930503,-63.646562901251265,9822.104218258079,-128.2255648209721,18.817880494441386,1807.174835746812,0.11503343109751234,-0.06036750646176692,5.721266026329308
Buderus Logatherm WPLS13.2 RB,-206.21531957930503,-63.646562901251265,9822.104218258079,-128.2255648209721,18.817880494441386,1807.174835746812,0.11503343109751234,-0.06036750646176692,5.721266026329308
Buderus Logatherm WPLS13.2 RE,-206.21531957930503,-63.646562901251265,9822.104218258079,-128.2255648209721,18.817880494441386,1807.174835746812,0.11503343109751234,-0.06036750646176692,5.721266026329308
Buderus Logatherm WPLS11.2 RTS,-144.5439241274786,-54.14873701385424,9017.266569297415,-104.74625436257223,20.556488319766277,1555.6076039895497,0.11302770601904369,-0.06255530516536734,5.812241643992862
Buderus Logatherm WPLS11.2 RT,-144.5439241274786,-54.14873701385424,9017.266569297415,-104.74625436257223,20.556488319766277,1555.6076039895497,0.11302770601904369,-0.06255530516536734,5.812241643992862
Buderus Logatherm WPLS11.2 RB,-144.5439241274786,-54.14873701385424,9017.266569297415,-104.74625436257223,20.556488319766277,1555.6076039895497,0.11302770601904369,-0.06255530516536734,5.812241643992862
Buderus Logatherm WPLS15.2 RTS,-285.1944713766664,-87.83294693389084,11279.938200670827,-156.20691592390074,13.990875906265948,2203.9128424306027,0.11523339414496497,-0.06017509016386663,5.7127018434466
